,title,links,date,year,doctype,text
361,Readout: Minister of Foreign Affairs meets with Iran’s foreign minister ,https://www.canada.ca/en/global-affairs/news/2020/02/readout-minister-of-foreign-affairs-meets-with-irans-foreign-minister.html,2/14/20,2020, news releases," The Honourable FrançoisPhilippe Champagne, Minister of Foreign Affairs, today met with Mohammad Javad Zarif, Minister of Foreign Affairs of Iran.Minister Champagne reiterated that Canada is seeking closure, accountability, transparency and justice for the victims of this tragedy, including a thorough, credible and transparent investigation.The two also discussed the download and analysis of PS752’s black boxes. Minister Champagne reiterated that the preferred option of the International Coordination and Response Group is for Iran to make use of the facilities offered by France, which possesses the technical capacity to perform this work.Minister Champagne also stressed the importance of a fair and equitable compensation settlement for the families of the victims, based on international standards.The two agreed to remain in close touch."
362,Update: Minister of Foreign Affairs to highlight Canada’s Foreign Policy at Montreal Council on Foreign Relations,https://www.canada.ca/en/global-affairs/news/2020/02/minister-of-foreign-affairs-to-highlight-canadas-foreign-policy-at-montreal-council-on-foreign-relations.html,2/14/20,2020, media advisories," The Honourable FrançoisPhilippe Champagne, Minister of Foreign Affairs, will deliver a speech on Canada’s foreign policy priorities and objectives at the Montreal Council on Foreign Relations. A media availability will follow.
Event: SpeechDate: Friday, February 21, 2020Time: 1 p.m. ETLocation: Montreal Ballroom, Bonaventure Hotel Montreal, 900 De la Gauchetière West, Montréal, QuebecNotes for media:

Media representatives wishing to participate should arrive no later than 12 p.m.
For accreditation at the event, media should contact Alexandra Johnston or call 5146530974.
A livestream of the speech will be available on:Twitter: @CanadaFPFacebook: Canada’s foreign policy  Global Affairs CanadaLinkedIn: Global Affairs Canada

Event: Media AvailabilityDate: Friday, February 21, 2020Time: 1:45 p.m. ETLocation: SaintLaurent Room, Bonaventure Hotel Montreal, 900 De la Gauchetière West, Montréal, QuebecNotes for media:

Media representatives wishing to participate should arrive no later than 12 p.m.
For accreditation at the event, media should contact Alexandra Johnston or call 5146530974."
363,Readout: Minister Champagne meets with China’s foreign minister,https://www.canada.ca/en/global-affairs/news/2020/02/readout-minister-champagne-meets-with-chinas-foreign-minister.html,2/14/20,2020, news releases," The Honourable FrançoisPhilippe Champagne, Minister of Foreign Affairs, met with his Chinese counterpart, Wang Yi, State Councillor and Minister of Foreign Affairs, on the sidelines of the Munich Security Conference in Germany. Minister Champagne raised the cases of Michael Kovrig and Michael Spavor, which are a priority for the Government of Canada. The two ministers also discussed China’s response to the ongoing coronavirus outbreak. Minister Champagne expressed Canada’s solidarity with the people in China affected by this emergency and pledged our continued assistance. He further acknowledged China’s assistance in repatriating more than 400 Canadians from Wuhan."
364,Update – International Coordination and Response Group for victims of Flight PS752 to meet on sidelines of Munich Security Conference,https://www.canada.ca/en/global-affairs/news/2020/02/international-coordination-and-response-group-for-victims-of-flight-ps752-to-meet-on-sidelines-of-munich-security-conference.html,2/13/20,2020, media advisories," The International Coordination and Response Group for the victims of Flight PS752 will meet on February 15, 2020, in Munich, Germany. The Honourable FrançoisPhilippe Champagne, Minister of Foreign Affairs, will attend.
Event: Meeting of the International Coordination and Response Group for the victims of Flight PS752Date: Saturday, February 15, 2020Location: Bayerischer Hof Hotel, Bibliothek Room, Munich, GermanyTime: 10:45 am CET (4:45 am ET)Note: Photo opportunity. Only accredited media to the Munich Security Conference will be given access.
Event: Joint media availabilityDate: Saturday, February 15, 2020 Location: HypoVereinsbank, Press Conference Hall, Munich, Germany Time: 12:30 pm CET (6:30 am ET) Note: Only accredited media to the Munich Security Conference will be given access."
365,Minister Champagne attends Munich Security Conference,https://www.canada.ca/en/global-affairs/news/2020/02/minister-champagne-attends-munich-security-conference.html,2/13/20,2020, news releases," The Honourable FrançoisPhilippe Champagne, Minister of Foreign Affairs, will attend the Munich Security Conference in Munich, Germany on February 14 and 15.On the sidelines of the conference, Minister Champagne will host a meeting of the International Coordination and Response Group for the victims of flight PS752.While at the conference, Minister Champagne will meet with counterparts to discuss matters of mutual importance and opportunities for future collaboration."
366,Address by Minister Gould at Canadian Partnership for Women and Children's Health (CanWaCH) and Canadian Council for International Co-Operation (CCIC) celebration for International Development Week (IDW) 2020,https://www.canada.ca/en/global-affairs/news/2020/02/address-by-minister-gould-at-canadian-partnership-for-women-and-childrens-health-canwach-and-canadian-council-for-international-co-operation-ccic-c.html,2/13/20,2020, speeches," Ottawa, OntarioCheck against delivery. This speech has been translated in accordance with the Government of Canada’s official languages policy and edited for posting and distribution in accordance with its communications policy.I would like to acknowledge the land on which we gather is the traditional and unceded territory of the Algonquin nation.Thank you to the Canadian Partnership for Women and Children's Health, and the Canadian Council for International CoOperation, for organizing this event to celebrate International Development Week 2020.Nearly 30 years ago, the Government of Canada dedicated the first week of February to highlighting the actions of Canadian international assistance workers striving to improve peoples’ lives and our planet’s wellbeing.Since then, we take this opportunity to celebrate the vision Canadians have for a better world, and to celebrate the people, like many of you in this room, who are committed to working every day to help improve the lives of the most vulnerable people around the world. The whole international assistance landscape has transformed over the last 30 years. We have made important strides in effectiveness, coordination, advancing gender equality, and innovation. We are seeing real advances in health outcomes, access to education, and food security, among others.But we have also seen new threats from climate change, the rise of populism and isolationism, massive displacements and greater humanitarian needs.The challenges the world faces are global in nature. As Canadians we need to, we must remain steadfast in our commitment to International Development.Because a more stable, secure and prosperous world matters for the stability, security and prosperity of Canadians.The drive to help the poorest and most vulnerable is fundamental to the Canadian identity. This was true 30 years ago, and remains true today. It is what guides us in our commitment to implement Agenda 2030.This is about supporting the empowerment of Indigenous women in Guyana to make their own flour and stake out financial independence.It’s about using innovative technology and existing cellphone networks to make getting a birth certificate in Tanzania possible.It’s about supporting young women in Bangladesh to study postnatal care and help mums and babies succeed.And it’s about projects like Sama Sama in Ghana or the hard work from the Canadian Foodgrains Bank that we just heard about.Allow me to extend and add my congratulations to both iDE and Jim Cornelius for the inaugural impact and innovation awards.Canada’s international assistance and the important work of Canadian development organizations like all of you has made a difference. There is no doubt of that.As we enter the UN decade of delivery, Canada’s commitment to reaching the UN Sustainable Development Goals agenda is more important than ever.That is why this year’s IDW theme is “Go for the Goals”, to highlight the urgency that exists, push for greater awareness, and build momentum for the decade of action that remains. Canadians are engaged and they are passionate about our role in the world. There are 2.5 million Canadians who will participate in IDW activities this year. That is awesome. But what about the Canadians who aren’t following our activities. Are we doing a good enough job of telling them our story? Of sharing why the work we do matters to them?Last month, I had the privilege of travelling to the Congo and the Democratic Republic of Congo.While in the DRC, I visited an IDP camp. I had the privilege of speaking with the people living there, seeking refuge from violence, living in the most challenging conditions. 45% of the households in this camp of 3,000 were led by women. One young mother who had just arrived, told me she walked for one week with her two children and her mother to reach the safety the camp afforded. They arrived wearing only the clothing on their backs. They had barely eaten throughout their journey.She undertook the trek so her two boys could find safety. So she could begin to build a life where they had a chance.Her story is all too familiar. There are 40 million people around the world who are internally displaced. One is in ten of them are in the DRC. Canadian support is reaching our world’s most vulnerable populations. Meeting this young woman, who courageously led her family to safety, reaffirmed for me the vital work that Canada does, and that you and your organizations, do around the world.It reaffirmed to me why providing support to this woman and her family matter for Canada. Inequality and instability in the world does not serve the interests of Canadians, be it at home or abroad, does not serve the interests of Canadians.A poorer world reduces our own opportunities, and a more unstable world is a threat to our own security.You have stories too. Stories of how Canadians and Canadian organizations are making an impact. Contributing to better maternal, newborn and child health. Improving access to SRHR. Immunizing millions of children against polio.It strikes me that what we should also be doing during International Development Week, is to retell the role Canadian civil society has played and continues to play in shaping the development agenda of the Government of Canada.Polio is a prime example of where Canadian civil society has been – and continues to be – a key driver of Canada’s commitment to eradicating polio globally. And I want to acknowledge the important role of Rotary International in being an early and committed champion.More recently, the role you played in the development of Canada’s Feminist International Assistance Policy cannot go without comment. I was incredibly fortunate to attend many of the consultations that your organizations participated in and I am so delighted to be able to deliver on our policy that is truly a reflection of your input.I would also like to highlight your vision and leadership as a sector when you came together in an unprecedented way to ask the Government to prioritize a truly comprehensive health and rights agenda. We listened and were able to announce the Thrive agenda last June at Women Deliver.Because of your advocacy, because of your commitment, Canada now has a 10 year strategy on global health for 2030. This means we are going to deliver SRHR services to 18 million women around the world. That is profound.I want to thank you for your fierce dedication to development. I want to thank you for your belief in a better world. I want to thank you for your continued advocacy.We will continue to need to work together, in partnership, to deliver our Feminist International Assistance Policy. To end poverty and hunger, to achieve gender equality, to foster peace, prosperity, and partnerships, and to protect the planet for today and future generations. I am excited to carry on this important endeavour with you.We count on you to share your expertise and experience. To continue to have the conversations with local leaders, health workers, and women’s groups at the community level. And to share with the government, and with me as Minister, what you have heard.My commitment to you is to continue to engage, continue to listen and learn and to be an ally and partner to reach our development objectives.But I too need your help. You have extraordinary networks of Canadians who are passionate about development. I’d like to challenge you to think creatively together as a sector about how you can leverage those networks to reach the Canadians who are compassionate, who care about the world, about our environment, fighting climate change and inequality, to share why our international development matters just as much to them.As I have said before, Canada’s international efforts need to be embraced as part of our national identity just as much as peacekeeping has become part of the Canadian identity.So, I look to all of you, to continue the extraordinarily important work you are doing, and to reach out to Canadians and talk about why development matters and why, as Canadians, we can be proud of the role we play. You are champions of the work you are doing – in health and nutrition, gender equality and empowerment, education, and so much more. Reach out to your networks. Share your stories, and please collaborate strategically on how best to communicate on the impact our work has around the world.As Prime Minister Trudeau says:“Together, we can shape a world where no one goes hungry, no one feels unsafe, and no one is left behind.”Thank you!"
367,Statement to mark International Day against the Use of Child Soldiers,https://www.canada.ca/en/global-affairs/news/2020/02/statement-to-mark-international-day-against-the-use-of-child-soldiers.html,2/12/20,2020, statements," The Honourable FrançoisPhilippe Champagne, Minister of Foreign Affairs, the Honourable Karina Gould, Minister of International Development, and the Honourable Harjit S. Sajjan, Minister of National Defence, today issued the following statement to mark the International Day against the Use of Child Soldiers:“Recruiting children into conflict and using them as instruments of war is a grave violation of human rights. Whether they are forced to act as messengers, porters or spies, or made to carry a weapon, involving children and youth in conflict needlessly exposes them to danger, puts their lives at immediate risk and imposes on them a psychological burden that may last forever.“Canada is proud to have introduced 17 principles focusing on preventing the recruitment and use of child soldiers by armed forces and armed groups, known as the Vancouver Principles, in 2017. Since then, 94 countries have joined Canada to address the issue of child soldiers in the context of United Nations peacekeeping operations. We are thankful to the United Nations and many member states that are working to implement the Vancouver Principles.“In June 2019, the Canadian Armed Forces established the Dallaire Centre of Excellence for Peace and Security as a demonstration of Canada’s continued commitment to the Vancouver Principles. Named after LieutenantGeneral (Retired) Roméo Dallaire, a vocal advocate against the use of child soldiers, the core mandate of the centre is to support research, drawing on a diversity of expertise and perspectives from across academia and civil society to fulfill its mandate.“The International Day against the Use of Child Soldiers is an important time to restate our commitment to keeping all children out of conflict and calling for an end to all grave violations against them during armed conflict, including recruitment and sexual violence.“Canada will work with its partners all over the world to put an end to the endangerment of children.”"
368,Update: Media registration for ministerial meeting of Lima Group in Gatineau,https://www.canada.ca/en/global-affairs/news/2020/02/media-registration-for-ministerial-meeting-of-lima-group-in-gatineau.html,2/12/20,2020, media advisories,"Philippe Champagne, Minister of Foreign Affairs, has announced that Canada will host the next ministerial meeting of the Lima Group in Gatineau, Québec, on February 20, 2020.
The members of the Lima Group will meet to discuss the ongoing political, economic and humanitarian crisis in Venezuela and express their solidarity with the people of Venezuela. 
Media representatives who wish to cover the Ministerial must apply for accreditation using the Government of Canada accreditation portal: www.accreditationcanada.gc.ca/lima. The online portal is now open and will close on February 18, 2020, at 5:00 p.m. EDT. Only accredited media with an identification badge will have access to the Ministerial. There will be no exceptions made to this accreditation requirement.
Entry formalities and visas
If you are travelling to Canada, please check before arriving to find out whether you need an entry visa. Visaexempt foreign nationals are expected to have an Electronic Travel Authorization for air travel to Canada. Exemptions include U.S. and Mexican citizens, and travellers with a valid Canadian visa. You may also refer to Travel Canada to find out what documents are needed to enter Canada.
Pickup of media accreditation badges
Media representatives who have been approved for accreditation will be provided instructions through email on how, when and where to pick up their badges.
Official program details and further information for the media will be made available soon."
369,"Government of Canada repatriates more Canadians and their families from Wuhan, China",https://www.canada.ca/en/global-affairs/news/2020/02/government-of-canada-repatriates-more-canadians-and-their-families-from-wuhan-china.html,2/11/20,2020, news releases," The Honourable FrançoisPhilippe Champagne, Minister of Foreign Affairs, the Honourable Patty Hajdu, Minister of Health, and the Honourable Harjit Sajjan, Minister of National Defence, today announced that Canada’s second chartered plane has arrived from Wuhan, in China.At 6:17 AM today, 130 Canadians and 56 accompanying family members travelling on the Government of Canada’s second chartered plane from Wuhan, China, arrived at CFB Trenton. They join the 213 Canadians who returned from Wuhan on the first Canadian chartered flight and a U.S. flight that landed in Canada last week.Passengers were met in Trenton by Canada Border Services Agency officers, and were thoroughly assessed upon arrival by quarantine officers from the Public Health Agency of Canada. None of the passengers have exhibited symptoms of the novel coronavirus upon arrival.They will stay in isolation for 14 days and undergo the same medical assessment and observation as those who were repatriated on the previous flights. The Government of Canada continues to work with provincial, territorial and local health authorities to ensure that the returning Canadians and their family members receive all the medical and ongoing support necessary to protect their health and the health and safety of all Canadians.Canada has also provided approximately 16 tonnes of personal protective equipment, such as clothing, face shields, masks, goggles and gloves to China since February 4, 2020.Consular officials remain in contact with Canadians in China who have requested assistance. This was the last planned flight from Wuhan.Canadians in China outside of Hubei province whose presence is nonessential should consider leaving while commercial means are available. We encourage Canadians in China to consult our Travel Advice and Advisories and Travel Health Notices, and register with the Registration of Canadians Abroad service at travel.gc.ca.Those in need of consular assistance can contact the Embassy of Canada to China in Beijing directly at 86 (10) 51394000. Canadians can also call Global Affairs Canada’s 24/7 Emergency Watch and Response Centre (EWRC) in Ottawa at +1 6139968885 (collect calls are accepted where available) or email sos@international.gc.ca.Furthermore, to support global efforts to combat the 2019 novel coronavirus, the Honourable Karina Gould, Minister of International Development, today confirmed that Canada is providing $2 million to the World Health Organization to help vulnerable countries prepare and, if necessary, respond to coronavirus events. Canada continues to support other global initiatives that are helping to strengthen health systems and improve early detection of viruses such as the novel coronavirus."
370,Minister Ng concludes successful visit to South Africa and trade mission to Kenya and Ethiopia,https://www.canada.ca/en/global-affairs/news/2020/02/minister-ng-concludes-successful-visit-to-south-africa-and-trade-mission-to-kenya-and-ethiopia.html,2/10/20,2020, news releases," Today, the Honourable Mary Ng, Minister of Small Business, Export Promotion and International Trade concluded a successful visit to South Africa, Kenya and Ethiopia. The visit highlighted Canada’s position as an important trading and investment partner with the dynamic economies of Africa.At the Investing in African Mining Indaba conference, in South Africa, Minister Ng explored opportunities for new investments and partnerships by promoting Canada’s new leadership on the world stage in innovative technologies and clean solutions that tackle climate change. She also highlighted that doing business with Canada means Canadians and Africans can count on the highest standards of good governance, environmental protections and responsible business practices.In Kenya, Minister Ng led a trade mission of Canadian companies to foster more connections between the two countries and help businesses grow, as well as to create prosperity for both nations.The Canadian business delegation went on to Ethiopia, where Minister Ng joined Prime Minister Justin Trudeau to strengthen Canada’s economic ties with Ethiopia, particularly in sectors such as clean technology and infrastructure.Prime Minister Trudeau and Minister Ng met with Ethiopian businesses and government officials to highlight Canada’s desire to work toward a foreign investment promotion and protection agreement that would mean better access to each other’s markets and more opportunities and jobs for Canadians and Ethiopians alike.In all three countries, Minister Ng met with many of her African ministerial counterparts and local business leaders to discuss key areas of cooperation, including women’s economic empowerment, open and rulesbased trade, and sustainable growth that benefits everyone."
371,"Minister of Foreign Affairs and Minister of Health to provide an update on the consular situation in Hubei Province, China",https://www.canada.ca/en/global-affairs/news/2020/02/minister-of-foreign-affairs-and-minister-of-health-to-provide-an-update-on-the-consular-situation-in-hubei-province-china.html,2/6/20,2020, media advisories," The Honourable FrançoisPhilippe Champagne, Minister of Foreign Affairs, the Honourable Patty Hajdu, Minister of Health, and Dr. Theresa Tam, Chief Public Health Officer (CPHO), will provide an update on the consular situation in Hubei Province, China.
Event: Media availability Date : Thursday, February 6, 2020Location: National Press Theatre, 150 Wellington Street, Ottawa, OntarioTime: 12:30 p.m. ET
Note: The media availability will also be held by teleconference. Tollfree (Canada/US) dialin number:18662060153. Passcode: 3363173#"
372,Readout: Call of International Coordination and Response Group for the victims of PS752,https://www.canada.ca/en/global-affairs/news/2020/02/readout-call-of-international-coordination-and-response-group-for-the-victims-of-ps752.html,2/4/20,2020, news releases," The International Coordination and Response Group for the victims of Flight PS752 held its fifth meeting yesterday by teleconference.The participants were representatives of:CanadaAfghanistanSwedenUkraineUnited KingdomAll countries used the opportunity to update on their respective repatriation processes.Importantly, they agreed on the need for continued pressure to secure closure, accountability, transparency and justice for the victims of flight PS752.All countries are concerned with Iran’s failure to release the black boxes. Annex 13 to the Convention on Civil Aviation requires this take place without delay. Iran must release the black boxes immediately as a demonstration of continued willingness to have a full and transparent account of this event.Minister Champagne shared with the group that he had made an official approach to the International Civil Aviation Organization on this matter with Transport Minister Marc Garneau last Friday.Furthermore, all participants are committed to finding common ground on legal options for negotiations with Iran regarding its responsibility in this act in order to bring justice, including equal compensation to the families of the victims of flight PS752."
373,Statement for 30th International Development Week,https://www.canada.ca/en/global-affairs/news/2020/01/statement-for-30th-international-development-week.html,2/3/20,2020, statements," Ottawa, Ontario – The Honourable Karina Gould, Minister of International Development, today issued the following statement:“On the occasion of the 30th International Development Week [IDW], I am reminded of the incredible generosity and compassion that Canadians demonstrate here at home and around the world. Nearly 30 years ago, the Government of Canada dedicated the first week of February to highlighting the actions of Canadian international assistance workers who strive to improve peoples’ lives and our planet’s wellbeing. Since then, every year, we take this opportunity to celebrate the vision Canadians have for a better world. “Canada has a long history of working with our international partners in helping the most vulnerable people around the world. We are committed to taking action that focuses on building a more peaceful, inclusive and prosperous world for everyone. Actions like ensuring millions of children are vaccinated against illnesses like polio, supporting the transition to lowcarbon and climateresilient economies and making education a reality for thousands of girls around the world—these are just three examples of Canada’s international assistance and the important work of Canadian development organizations and workers making a difference in the lives of people around the world. “There have been notable successes in Canadian international assistance since we started marking IDW in 1991 but there remains more to do, and Canadians are committed to continue their efforts to push for a better world for everyone. This is why, as of 2015, Canada is supporting the United Nations Sustainable Development Goals [SDGs] agenda. The SDGs chart a course, telling us what remains to be done at home and abroad to get us to that better world by 2030. There are 17 SDGs, including ending poverty and hunger, achieving gender equality, and making sure people are healthy and have access to education, water and energy.“Now, as we enter the UN decade of delivery, Canada is committed to partnering with the world to reach our goals. Which is why the theme of this year’s IDW is ‘Go for the Goals.’ This IDW is an opportunity for all Canadians to learn what Canada is doing on climate change, gender equality and health at home and abroad, and how they can contribute. “I encourage you to participate in our partner activities taking place from coast to coast to coast—in person and online. Seek out the Canadians who work and support Canada’s international assistance. Talk to them. Learn their stories. Find out how Canada has helped to change the world over the years, what we are doing today and how we will move forward as we continue to focus on delivering Agenda 2030. I hope it inspires you to get more involved in making the world a better place for everyone. It’s up to all of us to Go for the Goals.”"
374,"Government of Canada evacuating Canadians from Wuhan, China",https://www.canada.ca/en/global-affairs/news/2020/02/government-of-canada-evacuating-canadians-from-wuhan-china.html,2/2/20,2020, news releases," The Honourable FrançoisPhilippe Champagne, Minister of Foreign Affairs, the Honourable Patty Hajdu, Minister of Health, and the Honourable Harjit Sajjan, Minister of National Defence, today announced the Government of Canada’s plan to assist Canadians who have requested help in departing from Wuhan.Government officials have reached out to Canadians and are continuing to offer information and assistance. The Government of Canada has chartered a plane that is standing by. It will land in Hanoi, Vietnam and deploy to Wuhan, where the airspace is currently closed, once the Government of China has given authorization to land. Work is also underway to comply with other Chinese requirements, including providing manifest details in advance of the flight departure and further documentation on the Canadians wishing to depart. Additionally, government officials and Canadian Armed Forces medical personnel are currently on their way to Hanoi and in the process of obtaining the necessary visas from the government of China to enter Wuhan.Canadian officials are in constant contact with Canadians who have requested assistance to facilitate their departure from the affected region. Staff from the Embassy of Canada to China in Beijing, as well as members of Global Affairs Canada’s Standing Rapid Deployment Team, are now deployed to Wuhan to prepare for the departure of the flight.To protect the health and safety of Canadians—both those who are coming to and those already in Canada—the returning individuals will undergo a thorough health screening before boarding, during the flight and upon arrival at CFB Trenton, Ontario.The Government of Canada is working with provincial, territorial and local health authorities to support Canadians who may require further medical attention to be safely transferred to the healthcare system upon their arrival. All other returning Canadians, including staff and flight crew, will remain at CFB Trenton for 14 days for further medical assessment and observation, and be provided with all the necessary medical and other supports as needed to ensure the health and safety of all Canadians.Canadians in China in need of emergency consular assistance can contact the Embassy of Canada to China in Beijing at 86 (10) 5139 4000. Canadians can also call Global Affairs Canada’s 24/7 Emergency Watch and Response Centre (EWRC) in Ottawa at +1 613 996 8885 (collect calls are accepted where available) or email sos@international.gc.ca. It is important to note that individuals in Hubei Province must contact the EWRC in advance to make the necessary arrangements to access the evacuation flight."
375,"Minister Ng to visit South Africa, Kenya and Ethiopia to deepen Canada’s economic engagement in the region",https://www.canada.ca/en/global-affairs/news/2020/02/minister-ng-to-visit-south-africa-kenya-and-ethiopia-to-deepen-canadas-economic-engagement-in-the-region.html,2/1/20,2020, news releases,"class jobs for the people in our countries.Minister Ng will travel first to South Africa where she will participate in the Mining Indaba Conference. She will highlight the sector’s significant collaboration with governments and local communities to develop natural resources in a way that promotes economic growth, reduces poverty, meets the highest environmental standards and respects human rights.Minister Ng will then travel to Kenya and Ethiopia where she will lead a delegation of Canadian clean tech companies, entrepreneurs, manufacturers, and producers to meet with local businesses and industry leaders to discuss clean growth opportunities for all three of our countries.In Ethiopia, Minister Ng will join Prime Minister Justin Trudeau to promote trade and investment, and unlock new opportunities for people and businesses in Canada and around the world.Throughout the visit, Minister Ng will continue to advocate the importance of deepening Canada’s trade relationships with this diverse and dynamic continent to foster economic prosperity for all."
376,Readout: Foreign Minister holds call with Chinese counterpart,https://www.canada.ca/en/global-affairs/news/2020/01/readout-foreign-minister-holds-call-with-chinese-counterpart.html,1/31/20,2020, news releases," Last night, FrançoisPhilippe Champagne, Minister of Foreign Affairs, held a phone call with his Chinese counterpart, State Councilor and Foreign Minister Wang Yi.The two discussed the recent outbreak of coronavirus in China. Minister Champagne expressed his solidarity with the people of China suffering from the outbreak and offered Canada’s assistance. He commended the Chinese government’s factbased response to this difficult situation.  He also asked for the collaboration of the Chinese government in helping those Canadian citizens who want to depart the region to which State Councilor and Foreign Minister Wang responded positively. Minister Champagne also raised the cases of Michael Kovrig and Michael Spavor.The two agreed to remain in touch on issues of mutual importance."
